lineage_id,candidate_rank,candidate_app_id,application_title,application_pi,application_institution,match_grade,match_score,evidence_level,evidence_class,evidence_components,score_details,deterministic_evidence_present,identity_evidence_present,contextual_evidence_present,crosswalk_pub_ids,crosswalk_app_ids,crosswalk_application_count,crosswalk_identifier_type,crosswalk_evidence,match_reason,evidence_urls,manual_review_needed,evidence_class,deterministic_evidence_present,identity_evidence_present,contextual_evidence_present,crosswalk_pub_ids,crosswalk_app_ids,crosswalk_application_count,crosswalk_identifier_type,crosswalk_evidence
lineage_jooooooooey_ukb,19,100584,Lipoprotein(a) and Cardiovascular Disease Risk,,"University of California, San Diego",candidate,8.0,C,C,data_type,"{""data_types"": [""genotype"", ""hospital_episode_statistics""], ""evidence_class"": ""C""}",false,false,true,,,,,,Alternative candidate retained for audit.,https://github.com/github/dmca/blob/master/2025/11/2025-11-14-uk-biobank.md; https://github.com/Jooooooooey/ukb,true,C,false,false,true,,,,,
lineage_jooooooooey_ukb,20,1006098,Characterizing the multimodal determinants of therapy-related cardiac dysfunction in breast cancer survivors: A UK Biobank-based study,,Sichuan Cancer Hospital & Institute,candidate,8.0,C,C,data_type,"{""data_types"": [""genotype"", ""hospital_episode_statistics""], ""evidence_class"": ""C""}",false,false,true,,,,,,Alternative candidate retained for audit.,https://github.com/github/dmca/blob/master/2025/11/2025-11-14-uk-biobank.md; https://github.com/Jooooooooey/ukb,true,C,false,false,true,,,,,
lineage_josephlalli_shapeit5,1,66995,"Prediction of haplotypes, genotypes, parental-of-origin and applications in biobanks.",Dr Olivier Delaneau,University of Lausanne,probable,85,B,B2_PROJECT_FAMILY_NAME_PROPAGATION; B3_EXACT_TARGET_CONTENT_FINGERPRINT_PROPAGATION,public_metadata_seed; B2_PROJECT_FAMILY_NAME_PROPAGATION; B3_EXACT_TARGET_CONTENT_FINGERPRINT_PROPAGATION,"{""public_metadata_seed"": {""authors"": ""Robin J. Hofmeister; Diogo M. Ribeiro; Simone Rubinacci; Olivier Delaneau"", ""doi"": ""10.1038/s41588-023-01415-w"", ""evidence_urls"": [""https://github.com/github/dmca/blob/master/2025/11/2025-11-13-uk-biobank.md"", ""https://github.com/JosephLalli/shapeit5/blob/0b40edb8ef2678fd4ef0f0286dffe9ef0ba9b254/tasks/phasingUKB/step2_wgs/step9_imputation_rerun_new_chunks/data/1k_samples_wbi.txt#L1-L5"", ""https://github.com/JosephLalli/shapeit5"", ""https://www.nature.com/articles/s41588-023-01415-w"", ""https://biobank.ndph.ox.ac.uk/ukb/pub.cgi?id=7739"", ""https://www.ukbiobank.ac.uk/projects/prediction-of-haplotypes-genotypes-parental-of-origin-and-applications-in-biobanks/"", ""https://doi.org/10.1038/s41588-023-01415-w""], ""notes"": ""Existing confirmed shapeit5 fork established the same publication/application crosswalk; this seed applies the public exact repo chain to the original odelaneau/shapeit5 lineage.; Auto-derived project-family metadata only; use as probable empirical linkage, not attribution or legal finding.; Existing confirmed shapeit5 fork established the same publication/application crosswalk; this seed applies the public exact repo chain to the original odelaneau/shapeit5 lineage.; Auto-derived target-content fingerprint metadata only; use as probable empirical linkage, not attribution or legal finding."", ""publication_title"": ""Accurate rare variant phasing of whole-genome and whole-exome sequencing data in the UK Biobank"", ""pubmed_id"": ""37386248"", ""repo_or_project"": ""https://github.com/JosephLalli/shapeit5"", ""source_relation"": ""DMCA-targeted lineage has the same normalized public repository/package name 'shapeit5' as seeded/matched lineage lineage_odelaneau_shapeit5; no GitHub-displayed fork/source proof is asserted.; DMCA-targeted lineage shares the same GitHub target content fingerprint '0b40edb8ef2678fd4ef0f0286dffe9ef0ba9b254/tasks/phasingukb/step2_wgs/step9_imputation_rerun_new_chunks/data/1k_samples_wbi.txt' as seeded/matched lineage lineage_odelaneau_shapeit5; this uses public notice/repository URL metadata only and does not assert who created or disclosed the original content.""}}",false,false,false,7739,66995,1,doi; pmid; title,"[{""app_id"": ""66995"", ""evidence_class"": ""B2_PROJECT_FAMILY_NAME_PROPAGATION; B3_EXACT_TARGET_CONTENT_FINGERPRINT_PROPAGATION"", ""evidence_urls"": ""https://github.com/github/dmca/blob/master/2025/11/2025-11-13-uk-biobank.md; https://github.com/JosephLalli/shapeit5/blob/0b40edb8ef2678fd4ef0f0286dffe9ef0ba9b254/tasks/phasingUKB/step2_wgs/step9_imputation_rerun_new_chunks/data/1k_samples_wbi.txt#L1-L5; https://github.com/JosephLalli/shapeit5; https://www.nature.com/articles/s41588-023-01415-w; https://biobank.ndph.ox.ac.uk/ukb/pub.cgi?id=7739; https://www.ukbiobank.ac.uk/projects/prediction-of-haplotypes-genotypes-parental-of-origin-and-applications-in-biobanks/; https://doi.org/10.1038/s41588-023-01415-w"", ""identifier"": ""10.1038/s41588-023-01415-w"", ""identifier_type"": ""doi; pmid; title"", ""pub_id"": ""7739"", ""source_relation"": ""DMCA-targeted lineage has the same normalized public repository/package name 'shapeit5' as seeded/matched lineage lineage_odelaneau_shapeit5; no GitHub-displayed fork/source proof is asserted.; DMCA-targeted lineage shares the same GitHub target content fingerprint '0b40edb8ef2678fd4ef0f0286dffe9ef0ba9b254/tasks/phasingukb/step2_wgs/step9_imputation_rerun_new_chunks/data/1k_samples_wbi.txt' as seeded/matched lineage lineage_odelaneau_shapeit5; this uses public notice/repository URL metadata only and does not assert who created or disclosed the original content.""}]",Public metadata seed records strong but non-deterministic repository-publication-application evidence.,https://github.com/github/dmca/blob/master/2025/11/2025-11-13-uk-biobank.md; https://github.com/JosephLalli/shapeit5/blob/0b40edb8ef2678fd4ef0f0286dffe9ef0ba9b254/tasks/phasingUKB/step2_wgs/step9_imputation_rerun_new_chunks/data/1k_samples_wbi.txt#L1-L5; https://github.com/JosephLalli/shapeit5; https://www.nature.com/articles/s41588-023-01415-w; https://biobank.ndph.ox.ac.uk/ukb/pub.cgi?id=7739; https://www.ukbiobank.ac.uk/projects/prediction-of-haplotypes-genotypes-parental-of-origin-and-applications-in-biobanks/; https://doi.org/10.1038/s41588-023-01415-w,true,B2_PROJECT_FAMILY_NAME_PROPAGATION; B3_EXACT_TARGET_CONTENT_FINGERPRINT_PROPAGATION,false,false,false,7739,66995,1,doi; pmid; title,"[{""app_id"": ""66995"", ""evidence_class"": ""B2_PROJECT_FAMILY_NAME_PROPAGATION; B3_EXACT_TARGET_CONTENT_FINGERPRINT_PROPAGATION"", ""evidence_urls"": ""https://github.com/github/dmca/blob/master/2025/11/2025-11-13-uk-biobank.md; https://github.com/JosephLalli/shapeit5/blob/0b40edb8ef2678fd4ef0f0286dffe9ef0ba9b254/tasks/phasingUKB/step2_wgs/step9_imputation_rerun_new_chunks/data/1k_samples_wbi.txt#L1-L5; https://github.com/JosephLalli/shapeit5; https://www.nature.com/articles/s41588-023-01415-w; https://biobank.ndph.ox.ac.uk/ukb/pub.cgi?id=7739; https://www.ukbiobank.ac.uk/projects/prediction-of-haplotypes-genotypes-parental-of-origin-and-applications-in-biobanks/; https://doi.org/10.1038/s41588-023-01415-w"", ""identifier"": ""10.1038/s41588-023-01415-w"", ""identifier_type"": ""doi; pmid; title"", ""pub_id"": ""7739"", ""source_relation"": ""DMCA-targeted lineage has the same normalized public repository/package name 'shapeit5' as seeded/matched lineage lineage_odelaneau_shapeit5; no GitHub-displayed fork/source proof is asserted.; DMCA-targeted lineage shares the same GitHub target content fingerprint '0b40edb8ef2678fd4ef0f0286dffe9ef0ba9b254/tasks/phasingukb/step2_wgs/step9_imputation_rerun_new_chunks/data/1k_samples_wbi.txt' as seeded/matched lineage lineage_odelaneau_shapeit5; this uses public notice/repository URL metadata only and does not assert who created or disclosed the original content.""}]"
lineage_josephlalli_shapeit5,2,21413,Phasing human populations,Professor John Hickey,University of Edinburgh,candidate,10.67,C,C,data_type; repo_path_similarity,"{""data_types"": [""genotype"", ""hospital_episode_statistics""], ""evidence_class"": ""C"", ""repo_path_tokens"": [""phasing""]}",false,false,true,,,,,,Alternative candidate retained for audit.,https://github.com/github/dmca/blob/master/2025/11/2025-11-13-uk-biobank.md; https://github.com/JosephLalli/shapeit5/blob/0b40edb8ef2678fd4ef0f0286dffe9ef0ba9b254/tasks/phasingUKB/step2_wgs/step9_imputation_rerun_new_chunks/data/1k_samples_wbi.txt#L1-L5; https://github.com/JosephLalli/shapeit5,true,C,false,false,true,,,,,
lineage_josephlalli_shapeit5,3,27960,Population structure in the UK Biobank samples,Professor Simon Myers,University of Oxford,candidate,10.67,C,C,data_type; repo_path_similarity,"{""data_types"": [""genotype"", ""hospital_episode_statistics""], ""evidence_class"": ""C"", ""repo_path_tokens"": [""samples""]}",false,false,true,,,,,,Alternative candidate retained for audit.,https://github.com/github/dmca/blob/master/2025/11/2025-11-13-uk-biobank.md; https://github.com/JosephLalli/shapeit5/blob/0b40edb8ef2678fd4ef0f0286dffe9ef0ba9b254/tasks/phasingUKB/step2_wgs/step9_imputation_rerun_new_chunks/data/1k_samples_wbi.txt#L1-L5; https://github.com/JosephLalli/shapeit5,true,C,false,false,true,,,,,
lineage_josephlalli_shapeit5,4,14048,Fast and accurate phasing and imputation using identity-by-descent (IBD),Dr Alkes Price,Harvard School of Public Health,candidate,10.29,C,C,data_type; repo_path_similarity,"{""data_types"": [""genotype"", ""hospital_episode_statistics""], ""evidence_class"": ""C"", ""repo_path_tokens"": [""imputation"", ""phasing""]}",false,false,true,,,,,,Alternative candidate retained for audit.,https://github.com/github/dmca/blob/master/2025/11/2025-11-13-uk-biobank.md; https://github.com/JosephLalli/shapeit5/blob/0b40edb8ef2678fd4ef0f0286dffe9ef0ba9b254/tasks/phasingUKB/step2_wgs/step9_imputation_rerun_new_chunks/data/1k_samples_wbi.txt#L1-L5; https://github.com/JosephLalli/shapeit5,true,C,false,false,true,,,,,
lineage_josephlalli_shapeit5,5,28659,Fine-scale ancestry in the UK Biobank samples,Mr David Nicholson,Living DNA Ltd,candidate,10.0,C,C,data_type; repo_path_similarity,"{""data_types"": [""genotype"", ""hospital_episode_statistics""], ""evidence_class"": ""C"", ""repo_path_tokens"": [""samples""]}",false,false,true,,,,,,Alternative candidate retained for audit.,https://github.com/github/dmca/blob/master/2025/11/2025-11-13-uk-biobank.md; https://github.com/JosephLalli/shapeit5/blob/0b40edb8ef2678fd4ef0f0286dffe9ef0ba9b254/tasks/phasingUKB/step2_wgs/step9_imputation_rerun_new_chunks/data/1k_samples_wbi.txt#L1-L5; https://github.com/JosephLalli/shapeit5,true,C,false,false,true,,,,,
lineage_josephlalli_shapeit5,6,21988,The project of Quantum Pharmacutical company (q-pharm.com),Dr Peter Fedichev,Gero Pte Ltd.,candidate,9.6,C,C,data_type; repo_path_similarity,"{""data_types"": [""genotype"", ""hospital_episode_statistics""], ""evidence_class"": ""C"", ""repo_path_tokens"": [""com""]}",false,false,true,,,,,,Alternative candidate retained for audit.,https://github.com/github/dmca/blob/master/2025/11/2025-11-13-uk-biobank.md; https://github.com/JosephLalli/shapeit5/blob/0b40edb8ef2678fd4ef0f0286dffe9ef0ba9b254/tasks/phasingUKB/step2_wgs/step9_imputation_rerun_new_chunks/data/1k_samples_wbi.txt#L1-L5; https://github.com/JosephLalli/shapeit5,true,C,false,false,true,,,,,
lineage_josephlalli_shapeit5,7,65983,New spirometry measures in Normals and COPD,Dr Surya Bhatt,University of Alabama at Birmingham,candidate,9.6,C,C,data_type; repo_path_similarity,"{""data_types"": [""genotype"", ""hospital_episode_statistics""], ""evidence_class"": ""C"", ""repo_path_tokens"": [""new""]}",false,false,true,,,,,,Alternative candidate retained for audit.,https://github.com/github/dmca/blob/master/2025/11/2025-11-13-uk-biobank.md; https://github.com/JosephLalli/shapeit5/blob/0b40edb8ef2678fd4ef0f0286dffe9ef0ba9b254/tasks/phasingUKB/step2_wgs/step9_imputation_rerun_new_chunks/data/1k_samples_wbi.txt#L1-L5; https://github.com/JosephLalli/shapeit5,true,C,false,false,true,,,,,
lineage_josephlalli_shapeit5,8,74629,Gene burden and variant frequency analysis using UK Biobank samples,Professor Ute Scholl,Charite - Universitatsmedizin Berlin,candidate,9.6,C,C,data_type; repo_path_similarity,"{""data_types"": [""genotype"", ""hospital_episode_statistics""], ""evidence_class"": ""C"", ""repo_path_tokens"": [""samples""]}",false,false,true,,,,,,Alternative candidate retained for audit.,https://github.com/github/dmca/blob/master/2025/11/2025-11-13-uk-biobank.md; https://github.com/JosephLalli/shapeit5/blob/0b40edb8ef2678fd4ef0f0286dffe9ef0ba9b254/tasks/phasingUKB/step2_wgs/step9_imputation_rerun_new_chunks/data/1k_samples_wbi.txt#L1-L5; https://github.com/JosephLalli/shapeit5,true,C,false,false,true,,,,,
lineage_josephlalli_shapeit5,9,200882,Improving Organ Aging Models Using WGS and Proteomics Data from UK Biobank,,Zhejiang University,candidate,9.33,C,C,data_type; repo_path_similarity,"{""data_types"": [""genotype"", ""hospital_episode_statistics""], ""evidence_class"": ""C"", ""repo_path_tokens"": [""wgs""]}",false,false,true,,,,,,Alternative candidate retained for audit.,https://github.com/github/dmca/blob/master/2025/11/2025-11-13-uk-biobank.md; https://github.com/JosephLalli/shapeit5/blob/0b40edb8ef2678fd4ef0f0286dffe9ef0ba9b254/tasks/phasingUKB/step2_wgs/step9_imputation_rerun_new_chunks/data/1k_samples_wbi.txt#L1-L5; https://github.com/JosephLalli/shapeit5,true,C,false,false,true,,,,,
lineage_josephlalli_shapeit5,10,24299,COPD follow up ? access to genotype and phenotype information and DNA samples,Professor Kari Stefansson,deCODE Genetics,candidate,9.33,C,C,data_type; repo_path_similarity,"{""data_types"": [""genotype"", ""hospital_episode_statistics""], ""evidence_class"": ""C"", ""repo_path_tokens"": [""samples""]}",false,false,true,,,,,,Alternative candidate retained for audit.,https://github.com/github/dmca/blob/master/2025/11/2025-11-13-uk-biobank.md; https://github.com/JosephLalli/shapeit5/blob/0b40edb8ef2678fd4ef0f0286dffe9ef0ba9b254/tasks/phasingUKB/step2_wgs/step9_imputation_rerun_new_chunks/data/1k_samples_wbi.txt#L1-L5; https://github.com/JosephLalli/shapeit5,true,C,false,false,true,,,,,
lineage_josephlalli_shapeit5,11,370173,Discovery of new gene variants that contribute to human disease,,SA Pathology,candidate,9.33,C,C,data_type; repo_path_similarity,"{""data_types"": [""genotype"", ""hospital_episode_statistics""], ""evidence_class"": ""C"", ""repo_path_tokens"": [""new""]}",false,false,true,,,,,,Alternative candidate retained for audit.,https://github.com/github/dmca/blob/master/2025/11/2025-11-13-uk-biobank.md; https://github.com/JosephLalli/shapeit5/blob/0b40edb8ef2678fd4ef0f0286dffe9ef0ba9b254/tasks/phasingUKB/step2_wgs/step9_imputation_rerun_new_chunks/data/1k_samples_wbi.txt#L1-L5; https://github.com/JosephLalli/shapeit5,true,C,false,false,true,,,,,
lineage_josephlalli_shapeit5,12,48031,Whole Genome Imputation of UK Biobank participants in partnership with Genomics England,Professor Mark Caulfield,Queen Mary University of London,candidate,9.33,C,C,data_type; repo_path_similarity,"{""data_types"": [""genotype"", ""hospital_episode_statistics""], ""evidence_class"": ""C"", ""repo_path_tokens"": [""imputation""]}",false,false,true,,,,,,Alternative candidate retained for audit.,https://github.com/github/dmca/blob/master/2025/11/2025-11-13-uk-biobank.md; https://github.com/JosephLalli/shapeit5/blob/0b40edb8ef2678fd4ef0f0286dffe9ef0ba9b254/tasks/phasingUKB/step2_wgs/step9_imputation_rerun_new_chunks/data/1k_samples_wbi.txt#L1-L5; https://github.com/JosephLalli/shapeit5,true,C,false,false,true,,,,,
lineage_josephlalli_shapeit5,13,86879,Investigating new risk factors for cardiovascular diseases,Dr Francine Marques,Monash University,candidate,9.33,C,C,data_type; repo_path_similarity,"{""data_types"": [""genotype"", ""hospital_episode_statistics""], ""evidence_class"": ""C"", ""repo_path_tokens"": [""new""]}",false,false,true,,,,,,Alternative candidate retained for audit.,https://github.com/github/dmca/blob/master/2025/11/2025-11-13-uk-biobank.md; https://github.com/JosephLalli/shapeit5/blob/0b40edb8ef2678fd4ef0f0286dffe9ef0ba9b254/tasks/phasingUKB/step2_wgs/step9_imputation_rerun_new_chunks/data/1k_samples_wbi.txt#L1-L5; https://github.com/JosephLalli/shapeit5,true,C,false,false,true,,,,,
lineage_josephlalli_shapeit5,14,40462,Relationship inference and its application to linkage and IBD mapping in the UK Biobank samples,Dr Wei-Min Chen,University of Virginia,candidate,9.14,C,C,data_type; repo_path_similarity,"{""data_types"": [""genotype"", ""hospital_episode_statistics""], ""evidence_class"": ""C"", ""repo_path_tokens"": [""samples""]}",false,false,true,,,,,,Alternative candidate retained for audit.,https://github.com/github/dmca/blob/master/2025/11/2025-11-13-uk-biobank.md; https://github.com/JosephLalli/shapeit5/blob/0b40edb8ef2678fd4ef0f0286dffe9ef0ba9b254/tasks/phasingUKB/step2_wgs/step9_imputation_rerun_new_chunks/data/1k_samples_wbi.txt#L1-L5; https://github.com/JosephLalli/shapeit5,true,C,false,false,true,,,,,
lineage_josephlalli_shapeit5,15,42646,Efficient Gene-Environment Interaction Tests in Large Samples,Dr Han Chen,University of Texas (UT Health),candidate,9.14,C,C,data_type; repo_path_similarity,"{""data_types"": [""genotype"", ""hospital_episode_statistics""], ""evidence_class"": ""C"", ""repo_path_tokens"": [""samples""]}",false,false,true,,,,,,Alternative candidate retained for audit.,https://github.com/github/dmca/blob/master/2025/11/2025-11-13-uk-biobank.md; https://github.com/JosephLalli/shapeit5/blob/0b40edb8ef2678fd4ef0f0286dffe9ef0ba9b254/tasks/phasingUKB/step2_wgs/step9_imputation_rerun_new_chunks/data/1k_samples_wbi.txt#L1-L5; https://github.com/JosephLalli/shapeit5,true,C,false,false,true,,,,,
lineage_josephlalli_shapeit5,16,9462,Vitamin D and neurocognitive dysfunction: new insights from environmental and genetic factors,Dr David Llewellyn,University of Exeter,candidate,9.14,C,C,data_type; repo_path_similarity,"{""data_types"": [""genotype"", ""hospital_episode_statistics""], ""evidence_class"": ""C"", ""repo_path_tokens"": [""new""]}",false,false,true,,,,,,Alternative candidate retained for audit.,https://github.com/github/dmca/blob/master/2025/11/2025-11-13-uk-biobank.md; https://github.com/JosephLalli/shapeit5/blob/0b40edb8ef2678fd4ef0f0286dffe9ef0ba9b254/tasks/phasingUKB/step2_wgs/step9_imputation_rerun_new_chunks/data/1k_samples_wbi.txt#L1-L5; https://github.com/JosephLalli/shapeit5,true,C,false,false,true,,,,,
lineage_josephlalli_shapeit5,17,107012,Exploration of new perspectives in mental health diagnosis using brain imaging and machine learning.,,"Kangbuk Samsung Hospital, Sungkyunkwan University School of Medicine",candidate,9.0,C,C,data_type; repo_path_similarity,"{""data_types"": [""genotype"", ""hospital_episode_statistics""], ""evidence_class"": ""C"", ""repo_path_tokens"": [""new""]}",false,false,true,,,,,,Alternative candidate retained for audit.,https://github.com/github/dmca/blob/master/2025/11/2025-11-13-uk-biobank.md; https://github.com/JosephLalli/shapeit5/blob/0b40edb8ef2678fd4ef0f0286dffe9ef0ba9b254/tasks/phasingUKB/step2_wgs/step9_imputation_rerun_new_chunks/data/1k_samples_wbi.txt#L1-L5; https://github.com/JosephLalli/shapeit5,true,C,false,false,true,,,,,
lineage_josephlalli_shapeit5,18,19947,Identical by descent and relatedness estimation using combined information from multiple samples,Professor Amy Williams,Cornell University,candidate,9.0,C,C,data_type; repo_path_similarity,"{""data_types"": [""genotype"", ""hospital_episode_statistics""], ""evidence_class"": ""C"", ""repo_path_tokens"": [""samples""]}",false,false,true,,,,,,Alternative candidate retained for audit.,https://github.com/github/dmca/blob/master/2025/11/2025-11-13-uk-biobank.md; https://github.com/JosephLalli/shapeit5/blob/0b40edb8ef2678fd4ef0f0286dffe9ef0ba9b254/tasks/phasingUKB/step2_wgs/step9_imputation_rerun_new_chunks/data/1k_samples_wbi.txt#L1-L5; https://github.com/JosephLalli/shapeit5,true,C,false,false,true,,,,,
lineage_josephlalli_shapeit5,19,41910,"Genetics of complex diseases, comorbidities, and other traits in multi-ethnic samples",Dr Hang Zhou,Yale University,candidate,9.0,C,C,data_type; repo_path_similarity,"{""data_types"": [""genotype"", ""hospital_episode_statistics""], ""evidence_class"": ""C"", ""repo_path_tokens"": [""samples""]}",false,false,true,,,,,,Alternative candidate retained for audit.,https://github.com/github/dmca/blob/master/2025/11/2025-11-13-uk-biobank.md; https://github.com/JosephLalli/shapeit5/blob/0b40edb8ef2678fd4ef0f0286dffe9ef0ba9b254/tasks/phasingUKB/step2_wgs/step9_imputation_rerun_new_chunks/data/1k_samples_wbi.txt#L1-L5; https://github.com/JosephLalli/shapeit5,true,C,false,false,true,,,,,
lineage_josephlalli_shapeit5,20,787644,Prognostic markers of cardiac arrhythmias and new onset heart failure,,University of Manchester,candidate,9.0,C,C,data_type; repo_path_similarity,"{""data_types"": [""genotype"", ""hospital_episode_statistics""], ""evidence_class"": ""C"", ""repo_path_tokens"": [""new""]}",false,false,true,,,,,,Alternative candidate retained for audit.,https://github.com/github/dmca/blob/master/2025/11/2025-11-13-uk-biobank.md; https://github.com/JosephLalli/shapeit5/blob/0b40edb8ef2678fd4ef0f0286dffe9ef0ba9b254/tasks/phasingUKB/step2_wgs/step9_imputation_rerun_new_chunks/data/1k_samples_wbi.txt#L1-L5; https://github.com/JosephLalli/shapeit5,true,C,false,false,true,,,,,
lineage_josephlalli_shapeit5,21,88969,Using the UK Biobank genome sequencing data as a reference panel for genotype imputation and genetic ancestry analysis in statistical genetics applications,,Genomics Ltd,candidate,9.0,C,C,data_type; repo_path_similarity,"{""data_types"": [""genotype"", ""hospital_episode_statistics""], ""evidence_class"": ""C"", ""repo_path_tokens"": [""imputation""]}",false,false,true,,,,,,Alternative candidate retained for audit.,https://github.com/github/dmca/blob/master/2025/11/2025-11-13-uk-biobank.md; https://github.com/JosephLalli/shapeit5/blob/0b40edb8ef2678fd4ef0f0286dffe9ef0ba9b254/tasks/phasingUKB/step2_wgs/step9_imputation_rerun_new_chunks/data/1k_samples_wbi.txt#L1-L5; https://github.com/JosephLalli/shapeit5,true,C,false,false,true,,,,,
lineage_joshoch7_fundus_project,1,103608,Determinants of eye diseases,,H�pital Foch,unresolved,10.67,C,C,data_type; repo_path_similarity,"{""data_types"": [""genotype"", ""hospital_episode_statistics""], ""evidence_class"": ""C"", ""repo_path_tokens"": [""eye""]}",false,false,true,,,,,,Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2026/04/2026-04-01-uk-biobank.md; https://raw.githubusercontent.com/joshoch7/fundus_project/b4ffac84935c62ad0d40580ca42a42e8167cd46e/data/trimmed_master.txt; https://github.com/joshoch7/fundus_project; https://raw.githubusercontent.com/joshoch7/fundus_project/b4ffac84935c62ad0d40580ca42a42e8167cd46e/data/fundus_phenotypes.csv; https://raw.githubusercontent.com/joshoch7/fundus_project/b4ffac84935c62ad0d40580ca42a42e8167cd46e/data/left_eye_filenames.txt,true,C,false,false,true,,,,,
lineage_joshoch7_fundus_project,2,42009,Genetic study of complex phenotypes,Professor Heping Zhang,Yale University,candidate,10.67,C,C,data_type; repo_path_similarity,"{""data_types"": [""genotype"", ""phenotype"", ""hospital_episode_statistics""], ""evidence_class"": ""C"", ""repo_path_tokens"": [""phenotypes""]}",false,false,true,,,,,,Alternative candidate retained for audit.,https://github.com/github/dmca/blob/master/2026/04/2026-04-01-uk-biobank.md; https://raw.githubusercontent.com/joshoch7/fundus_project/b4ffac84935c62ad0d40580ca42a42e8167cd46e/data/trimmed_master.txt; https://github.com/joshoch7/fundus_project; https://raw.githubusercontent.com/joshoch7/fundus_project/b4ffac84935c62ad0d40580ca42a42e8167cd46e/data/fundus_phenotypes.csv; https://raw.githubusercontent.com/joshoch7/fundus_project/b4ffac84935c62ad0d40580ca42a42e8167cd46e/data/left_eye_filenames.txt,true,C,false,false,true,,,,,
lineage_joshoch7_fundus_project,3,43332,Latent phenotypes of impulsivity,Dr Samuel Chamberlain,University of Cambridge,candidate,10.67,C,C,data_type; repo_path_similarity,"{""data_types"": [""phenotype"", ""hospital_episode_statistics""], ""evidence_class"": ""C"", ""repo_path_tokens"": [""phenotypes""]}",false,false,true,,,,,,Alternative candidate retained for audit.,https://github.com/github/dmca/blob/master/2026/04/2026-04-01-uk-biobank.md; https://raw.githubusercontent.com/joshoch7/fundus_project/b4ffac84935c62ad0d40580ca42a42e8167cd46e/data/trimmed_master.txt; https://github.com/joshoch7/fundus_project; https://raw.githubusercontent.com/joshoch7/fundus_project/b4ffac84935c62ad0d40580ca42a42e8167cd46e/data/fundus_phenotypes.csv; https://raw.githubusercontent.com/joshoch7/fundus_project/b4ffac84935c62ad0d40580ca42a42e8167cd46e/data/left_eye_filenames.txt,true,C,false,false,true,,,,,
lineage_joshoch7_fundus_project,4,52374,Genetic architecture of human phenotypes,Professor Jonathan Pritchard,Stanford University,candidate,10.67,C,C,data_type; repo_path_similarity,"{""data_types"": [""genotype"", ""phenotype"", ""hospital_episode_statistics""], ""evidence_class"": ""C"", ""repo_path_tokens"": [""phenotypes""]}",false,false,true,,,,,,Alternative candidate retained for audit.,https://github.com/github/dmca/blob/master/2026/04/2026-04-01-uk-biobank.md; https://raw.githubusercontent.com/joshoch7/fundus_project/b4ffac84935c62ad0d40580ca42a42e8167cd46e/data/trimmed_master.txt; https://github.com/joshoch7/fundus_project; https://raw.githubusercontent.com/joshoch7/fundus_project/b4ffac84935c62ad0d40580ca42a42e8167cd46e/data/fundus_phenotypes.csv; https://raw.githubusercontent.com/joshoch7/fundus_project/b4ffac84935c62ad0d40580ca42a42e8167cd46e/data/left_eye_filenames.txt,true,C,false,false,true,,,,,
lineage_joshoch7_fundus_project,5,532604,Socioeconomic Status and Eye Disease: An analysis using UK Biobank Data,,Kwame Nkrumah University of Science and Technology,candidate,10.67,C,C,data_type; repo_path_similarity,"{""data_types"": [""genotype"", ""hospital_episode_statistics""], ""evidence_class"": ""C"", ""repo_path_tokens"": [""eye""]}",false,false,true,,,,,,Alternative candidate retained for audit.,https://github.com/github/dmca/blob/master/2026/04/2026-04-01-uk-biobank.md; https://raw.githubusercontent.com/joshoch7/fundus_project/b4ffac84935c62ad0d40580ca42a42e8167cd46e/data/trimmed_master.txt; https://github.com/joshoch7/fundus_project; https://raw.githubusercontent.com/joshoch7/fundus_project/b4ffac84935c62ad0d40580ca42a42e8167cd46e/data/fundus_phenotypes.csv; https://raw.githubusercontent.com/joshoch7/fundus_project/b4ffac84935c62ad0d40580ca42a42e8167cd46e/data/left_eye_filenames.txt,true,C,false,false,true,,,,,
lineage_joshoch7_fundus_project,6,57910,Genetic associations with cancer and related phenotypes in the UK Biobank,Professor Robert Klein,Icahn School of Medicine at Mount Sinai,candidate,10.67,C,C,data_type; repo_path_similarity,"{""data_types"": [""genotype"", ""phenotype"", ""hospital_episode_statistics""], ""evidence_class"": ""C"", ""repo_path_tokens"": [""phenotypes""]}",false,false,true,,,,,,Alternative candidate retained for audit.,https://github.com/github/dmca/blob/master/2026/04/2026-04-01-uk-biobank.md; https://raw.githubusercontent.com/joshoch7/fundus_project/b4ffac84935c62ad0d40580ca42a42e8167cd46e/data/trimmed_master.txt; https://github.com/joshoch7/fundus_project; https://raw.githubusercontent.com/joshoch7/fundus_project/b4ffac84935c62ad0d40580ca42a42e8167cd46e/data/fundus_phenotypes.csv; https://raw.githubusercontent.com/joshoch7/fundus_project/b4ffac84935c62ad0d40580ca42a42e8167cd46e/data/left_eye_filenames.txt,true,C,false,false,true,,,,,
