app_id,schema27_title,schema27_institution,schema27_pi,start_date,website_url,website_match_status,website_match_count,match_methods
522,Retinal vessel morphology as a predictor of cardiovascular risk and disease outcome in later life,"City St George's, University of London",Professor Alicja Rudnicka,2013-07-01,https://www.ukbiobank.ac.uk/projects/retinal-vessel-morphology-as-a-predictor-of-cardiovascular-risk-and-disease-outcome-in-later-life/,matched_one_website_record,1,unique_normalized_title
648,Common and rare genetic variants in respiratory health: the UK Biobank Lung Exome Variant Evaluation (UK BiLEVE) consortium,University of Leicester,Professor Martin Tobin,2012-11-01,https://www.ukbiobank.ac.uk/projects/common-and-rare-genetic-variants-in-respiratory-health-the-uk-biobank-lung-exome-variant-evaluation-uk-bileve-consortium/,matched_one_website_record,1,unique_normalized_title
669,"Distribution and biological, environmental and lifestyle determinants of visual function and of refractive error in adults (aged 40 to 69 years) in the UK.",University College London,Professor Jugnoo Rahi,2013-01-01,https://www.ukbiobank.ac.uk/projects/distribution-and-biological-environmental-and-lifestyle-determinants-of-visual-function-and-of-refractive-error-in-adults-aged-40-to-69-years-in-the-uk/,matched_one_website_record,1,unique_normalized_title
676,Machine learning detection of novel disease correlates,University of Kent,Dr Jeremy Rossman,2016-04-01,https://www.ukbiobank.ac.uk/projects/machine-learning-detection-of-novel-disease-correlates/,matched_one_website_record,1,unique_normalized_title
742,"Understanding the Risk Factors Underlying Sudden Cardiac Death: An Investigation Utilising Bio, Genomic and Clinical Markers by the UK Biobank Cardio-Metabolic Consortium","City St George's, University of London",Professor Elijah Behr,2016-04-01,https://www.ukbiobank.ac.uk/projects/understanding-the-risk-factors-underlying-sudden-cardiac-death-an-investigation-utilising-bio-genomic-and-clinical-markers-by-the-uk-biobank-cardio-metabolic-consortium/,matched_one_website_record,1,unique_normalized_title
761,Risk of type 2 Diabetes and development of disease,University of Exeter,Dr Jess Tyrrell,2012-09-19,https://www.ukbiobank.ac.uk/projects/risk-of-type-2-diabetes-and-development-of-disease/,matched_one_website_record,1,unique_normalized_title
774,Cross-sectional study to investigate ethnic differences in cardiovascular risk and mental health,University of Glasgow,Professor Jill Pell,2012-11-05,https://www.ukbiobank.ac.uk/projects/cross-sectional-study-to-investigate-ethnic-differences-in-cardiovascular-risk-and-mental-health/,matched_one_website_record,1,unique_normalized_title
788,Heritability of disease frequency,UK Biobank Ltd,Professor Albert Tenesa,2013-02-01,https://www.ukbiobank.ac.uk/projects/heritability-of-disease-frequency/,matched_one_website_record,1,unique_normalized_title
828,Evaluating variants in cancer predisposition genes for improved clinical interpretation,Institute of Cancer Research,Professor Nazneen Rahman,2015-07-13,https://www.ukbiobank.ac.uk/projects/evaluating-variants-in-cancer-predisposition-genes-for-improved-clinical-interpretation/,matched_one_website_record,1,unique_normalized_title
837,Gary Frost,Imperial College London,Professor Gary Frost,2015-02-01,https://www.ukbiobank.ac.uk/projects/gary-frost/,matched_one_website_record,1,unique_normalized_title
871,Genetic factors associated with being at different extremes of the reproductive lifespan,University of Exeter,Dr Anna Murray,2015-05-31,https://www.ukbiobank.ac.uk/projects/genetic-factors-associated-with-being-at-different-extremes-of-the-reproductive-lifespan/,matched_one_website_record,1,unique_normalized_title
885,Epidemiology of kidney stone disease,University of Oxford,Dr Benjamin Turney,2014-11-01,https://www.ukbiobank.ac.uk/projects/epidemiology-of-kidney-stone-disease/,matched_one_website_record,1,unique_normalized_title
1100,The causes of and risk factors for visual impairment in middle-aged adults in the UK Biobank,Leeds Teaching Hospitals NHS Trust,Mr Martin McKibbin,2014-07-01,https://www.ukbiobank.ac.uk/projects/the-causes-of-and-risk-factors-for-visual-impairment-in-middle-aged-adults-in-the-uk-biobank/,matched_one_website_record,1,unique_normalized_title
1144,Epidemiology of chronic pain,University of Aberdeen,Professor Gary Macfarlane,2012-11-05,https://www.ukbiobank.ac.uk/projects/epidemiology-of-chronic-pain/,matched_one_website_record,1,unique_normalized_title
1159,Association beween cognitive function and Chonic Obstructive Pulmonary Disease,CIRO+,Dr Daisy Janssen,2013-01-01,https://www.ukbiobank.ac.uk/projects/association-beween-cognitive-function-and-chonic-obstructive-pulmonary-disease/,matched_one_website_record,1,unique_normalized_title
1163,Association between dietary intake and lung function,CIRO+,Dr Erica Rutten,2013-09-18,https://www.ukbiobank.ac.uk/projects/association-between-dietary-intake-and-lung-function/,matched_one_website_record,1,unique_normalized_title
1251,"The metabolically healthy obese and metabolically obese normal-weight in the UK Biobank: Prevalence, genes and lifestyle contributors, disease risk and mortality",Icahn School of Medicine at Mount Sinai,Professor Ruth Loos,2015-07-01,https://www.ukbiobank.ac.uk/projects/the-metabolically-healthy-obese-and-metabolically-obese-normal-weight-in-the-uk-biobank-prevalence-genes-and-lifestyle-contributors-disease-risk-and-mortality/,matched_one_website_record,1,unique_normalized_title
1331,Prevalence and risk factors for benign and malignant colorectal disease in the UK.,North Bristol NHS Trust,Dr Kathryn McCarthy,2014-07-01,https://www.ukbiobank.ac.uk/projects/prevalence-and-risk-factors-for-benign-and-malignant-colorectal-disease-in-the-uk/,matched_one_website_record,1,unique_normalized_title
1383,Environmental risk factors of non-cancer illness,University of Exeter,Dr Jess Tyrrell,2012-12-01,https://www.ukbiobank.ac.uk/projects/environmental-risk-factors-of-non-cancer-illness/,matched_one_website_record,1,unique_normalized_title
1417,Associations between parental attained ages and health status,University of Exeter,Professor David Melzer,2013-06-01,https://www.ukbiobank.ac.uk/projects/associations-between-parental-attained-ages-and-health-status/,matched_one_website_record,1,unique_normalized_title
1602,Association between diet and depression,Semmelweis University,Dr Gabriella Juhasz,2014-01-01,https://www.ukbiobank.ac.uk/projects/association-between-diet-and-depression/,matched_one_website_record,1,unique_normalized_title
1618,Interaction of genetics and environment in triggering anti-PLA2R autoantibody in membranous nephropathy: a paradigm for initiation of autoimmunity,Central Manchester University Hospitals NHS Trust,Professor Paul Brenchley,2018-05-14,https://www.ukbiobank.ac.uk/projects/interaction-of-genetics-and-environment-in-triggering-anti-pla2r-autoantibody-in-membranous-nephropathy-a-paradigm-for-initiation-of-autoimmunity/,matched_one_website_record,1,unique_normalized_title
1781,Personalized prediction of diabetes outcomes,AIST,Dr Gerard Lipowski,2014-03-03,https://www.ukbiobank.ac.uk/projects/personalized-prediction-of-diabetes-outcomes/,matched_one_website_record,1,unique_normalized_title
1969,Development of structural and functional brain connectivity during normal and pathological ageing,Newcastle University,Professor Marcus Kaiser,2017-03-01,https://www.ukbiobank.ac.uk/projects/development-of-structural-and-functional-brain-connectivity-during-normal-and-pathological-ageing/,matched_one_website_record,1,unique_normalized_title
1995,Evaluation of the clinical value of emerging risk factors for primary prevention of cardiovascular disease,Queen Mary University of London,Professor Steffen Petersen,2013-03-25,https://www.ukbiobank.ac.uk/projects/evaluation-of-the-clinical-value-of-emerging-risk-factors-for-primary-prevention-of-cardiovascular-disease/,matched_one_website_record,1,unique_normalized_title
2112,Automated macular thickness measurements and association with potential risk factors and systemic disease,Moorfields Eye Hospital NHS Foundation Trust,Mr Praveen Patel,2013-03-04,https://www.ukbiobank.ac.uk/projects/automated-macular-thickness-measurements-and-association-with-potential-risk-factors-and-systemic-disease/,matched_one_website_record,1,unique_normalized_title
2482,Comparisson of smoking behaviour between men and women to assess risk inducing habits,George Institute for Global Health,Professor Mark Woodward,2013-10-01,https://www.ukbiobank.ac.uk/projects/comparisson-of-smoking-behaviour-between-men-and-women-to-assess-risk-inducing-habits/,matched_one_website_record,1,unique_normalized_title
2495,Sex differences in the association between major and modifiable risk factors with cardiovascular disease,George Institute for Global Health,Professor Mark Woodward,2015-02-23,https://www.ukbiobank.ac.uk/projects/sex-differences-in-the-association-between-major-and-modifiable-risk-factors-with-cardiovascular-disease/,matched_one_website_record,1,unique_normalized_title
2532,UK Biobank Stroke Study (UKBiSS): developing an in-depth understanding of the determinants of stroke and its subtypes,University of Edinburgh,Professor Cathie Sudlow,2017-03-01,https://www.ukbiobank.ac.uk/projects/uk-biobank-stroke-study-ukbiss-developing-an-in-depth-understanding-of-the-determinants-of-stroke-and-its-subtypes/,matched_one_website_record,1,unique_normalized_title
2964,Description of cardiovascular phenotype in the UK Biobank population based on cardiovascular magnetic resonance and carotid ultrasound,Queen Mary University of London,Professor Steffen Petersen,2015-09-01,https://www.ukbiobank.ac.uk/projects/description-of-cardiovascular-phenotype-in-the-uk-biobank-population-based-on-cardiovascular-magnetic-resonance-and-carotid-ultrasound/,matched_one_website_record,1,unique_normalized_title
3028,Salivary biomarkers of a healthy diet and development of type 2 diabetes,King's College London,Professor Gordon Proctor,2017-04-03,https://www.ukbiobank.ac.uk/projects/salivary-biomarkers-of-a-healthy-diet-and-development-of-type-2-diabetes/,matched_one_website_record,1,unique_normalized_title
3037,Diet and its associatio between health and risk of cancer,University of Auckland,Dr Kathryn Bradbury,2013-07-01,https://www.ukbiobank.ac.uk/projects/diet-and-its-associatio-between-health-and-risk-of-cancer/,matched_one_website_record,1,unique_normalized_title
3071,Genetic epidemiology of melanoma and melanoma survival,University of Leeds,Professor David Bishop,2015-10-01,https://www.ukbiobank.ac.uk/projects/genetic-epidemiology-of-melanoma-and-melanoma-survival/,matched_one_website_record,1,unique_normalized_title
3139,Association between arterial stiffness index and risk of cardiovascular disease,Imperial College London,Dr Anne-Claire Vergnaud,2013-09-16,https://www.ukbiobank.ac.uk/projects/association-between-arterial-stiffness-index-and-risk-of-cardiovascular-disease/,matched_one_website_record,1,unique_normalized_title
3173,"A multi-level approach to better understand the association between physical activity and sedentary behaviour, and cancer risk.",Queen's University Belfast,Dr Ruth Hunter,2017-03-01,https://www.ukbiobank.ac.uk/projects/a-multi-level-approach-to-better-understand-the-association-between-physical-activity-and-sedentary-behaviour-and-cancer-risk/,matched_one_website_record,1,unique_normalized_title
3224,"Health satisfaction of individuals diagnosed with coeliacs disease, IBD and healthy controls",Temple University,Dr Jennifer Fisher,2014-07-01,https://www.ukbiobank.ac.uk/projects/health-satisfaction-of-individuals-diagnosed-with-coeliacs-disease-ibd-and-healthy-controls/,matched_one_website_record,1,unique_normalized_title
3248,Hormones and Breast Cancer Consortium: Risk factors for breast cancer,University of Oxford,Professor Timothy Key,2013-06-30,https://www.ukbiobank.ac.uk/projects/hormones-and-breast-cancer-consortium-risk-factors-for-breast-cancer/,matched_one_website_record,1,unique_normalized_title
3282,Prostate Cancer Epidemiology Consortium: Risk factors for prostate cancer,University of Oxford,Dr Ruth Travis,2013-06-30,https://www.ukbiobank.ac.uk/projects/prostate-cancer-epidemiology-consortium-risk-factors-for-prostate-cancer/,matched_one_website_record,1,unique_normalized_title
3398,"Effects of the use of computer games, internet use and mobile phone use on the physical and mental health of the UK Biobank population",Imperial College London,Dr Pantelis Koutroumpis,2014-01-01,https://www.ukbiobank.ac.uk/projects/effects-of-the-use-of-computer-games-internet-use-and-mobile-phone-use-on-the-physical-and-mental-health-of-the-uk-biobank-population/,matched_one_website_record,1,unique_normalized_title
3474,Effects of Chronotype on Sleep Duration and Body Composition Variables,University of Pennsylvania,Dr Alexandra Hanlon,2014-07-01,https://www.ukbiobank.ac.uk/projects/effects-of-chronotype-on-sleep-duration-and-body-composition-variables/,matched_one_website_record,1,unique_normalized_title
3501,Genome-wide association studies of chronic pain and the overlap with depression.,University of Glasgow,Professor Daniel Smith,2015-10-01,https://www.ukbiobank.ac.uk/projects/genome-wide-association-studies-of-chronic-pain-and-the-overlap-with-depression/,matched_one_website_record,1,unique_normalized_title
3572,The impact of hearing difficulty and hearing aids on depression and fluid intelligence,Linnaeus Centre HEAD,Professor Jerker Ronnberg,2013-07-01,https://www.ukbiobank.ac.uk/projects/the-impact-of-hearing-difficulty-and-hearing-aids-on-depression-and-fluid-intelligence/,matched_one_website_record,1,unique_normalized_title
3593,"Osteoporosis, fractures and cardiovascular risk",University of Southampton,Professor Nicholas Harvey,2014-09-08,https://www.ukbiobank.ac.uk/projects/osteoporosis-fractures-and-cardiovascular-risk/,matched_one_website_record,1,unique_normalized_title
3913,The genetics of HbA1c: biological pathways and impact on diabetes and cardiovascular disease risk.,University of Exeter,Professor Ines Barroso,2016-01-01,https://www.ukbiobank.ac.uk/projects/the-genetics-of-hba1c-biological-pathways-and-impact-on-diabetes-and-cardiovascular-disease-risk/,matched_one_website_record,1,unique_normalized_title
3932,A risk-benefit ratio of sunlight exposure,University of Edinburgh,Dr Richard Weller,2013-07-11,https://www.ukbiobank.ac.uk/projects/a-risk-benefit-ratio-of-sunlight-exposure/,matched_one_website_record,1,unique_normalized_title
3966,"Study to indenify risk factors for RA, osteoporosis and cardiovascular disease",University of Glasgow,Dr Duncan Porter,2013-09-01,https://www.ukbiobank.ac.uk/projects/study-to-indenify-risk-factors-for-ra-osteoporosis-and-cardiovascular-disease/,matched_one_website_record,1,unique_normalized_title
4047,Quantification of Variation in Blood,Loughborough University,Professor David Williams,2014-06-03,https://www.ukbiobank.ac.uk/projects/quantification-of-variation-in-blood/,matched_one_website_record,1,unique_normalized_title
4236,Natural Environments and Wellbeing in the UK,Imperial College London,Dr Daniela Fecht,2018-05-29,https://www.ukbiobank.ac.uk/projects/natural-environments-and-wellbeing-in-the-uk/,matched_one_website_record,1,unique_normalized_title
4364,"Investigation into the inter-relationship between paternal age, traits and the incidence of diseases",University of Edinburgh,Dr Pin Tong,2014-01-20,https://www.ukbiobank.ac.uk/projects/investigation-into-the-inter-relationship-between-paternal-age-traits-and-the-incidence-of-diseases/,matched_one_website_record,1,unique_normalized_title
4372,GWAS on assoiations for hypertension,University of Leicester,Professor Louise Wain,2014-03-01,https://www.ukbiobank.ac.uk/projects/gwas-on-assoiations-for-hypertension/,matched_one_website_record,1,unique_normalized_title
4408,The genetics of multiple sclerosis in the UK,University of Cambridge,Professor Stephen Sawcer,2015-06-01,https://www.ukbiobank.ac.uk/projects/the-genetics-of-multiple-sclerosis-in-the-uk/,matched_one_website_record,1,unique_normalized_title
4477,Identification and characterisation of naturally-occurring human gene knockouts.,Queen Mary University of London,Professor David van Heel,2016-06-01,https://www.ukbiobank.ac.uk/projects/identification-and-characterisation-of-naturally-occurring-human-gene-knockouts/,matched_one_website_record,1,unique_normalized_title
4483,Identification of modifiable and non-modifiable correlates of sedentary behaviours and physical activity in adults aged =65 years,University of Cambridge,Dr Simon Griffin,2014-05-07,https://www.ukbiobank.ac.uk/projects/identification-of-modifiable-and-non-modifiable-correlates-of-sedentary-behaviours-and-physical-activity-in-adults-aged-65-years/,matched_one_website_record,1,unique_normalized_title
4580,"Heel bone properties and fracture outcomes: Correlates, gene-environment interactions, and implications for fracture risk assessment.",University of Cambridge,Dr Stephen Kaptoge,2015-07-01,https://www.ukbiobank.ac.uk/projects/heel-bone-properties-and-fracture-outcomes-correlates-gene-environment-interactions-and-implications-for-fracture-risk-assessment/,matched_one_website_record,1,unique_normalized_title
4669,Performance and improvement of lung cancer risk prediction models,Imperial College London,Dr David Muller,2013-12-01,https://www.ukbiobank.ac.uk/projects/performance-and-improvement-of-lung-cancer-risk-prediction-models/,matched_one_website_record,1,unique_normalized_title
4800,"Early life influences on cerebral small vessel disease, stroke and dementia in later life.",University of Edinburgh,Professor Joanna Wardlaw,2015-07-13,https://www.ukbiobank.ac.uk/projects/early-life-influences-on-cerebral-small-vessel-disease-stroke-and-dementia-in-later-life/,matched_one_website_record,1,unique_normalized_title
4816,Genetic determinants of Paget's disease,University of Edinburgh,Professor Stuart Ralston,2018-04-24,https://www.ukbiobank.ac.uk/projects/genetic-determinants-of-pagets-disease/,matched_one_website_record,1,detail_page_app_id_after_title_unmatched_or_ambiguous
4844,STratifying Resilience and Depression Longitudinally (STRADL),University of Edinburgh,Professor Andrew McIntosh,2014-09-27,https://www.ukbiobank.ac.uk/projects/stratifying-resilience-and-depression-longitudinally-stradl/,matched_one_website_record,1,unique_normalized_title
4892,"Genetic determinants of smoking, smoking cessation success and pharmacogenetics of cessation therapies",University of Leicester,Professor Martin Tobin,2015-01-12,https://www.ukbiobank.ac.uk/projects/genetic-determinants-of-smoking-smoking-cessation-success-and-pharmacogenetics-of-cessation-therapies/,matched_one_website_record,1,unique_normalized_title
4939,Estimation of the genetic correlation among human cancers and correlated intermediate traits and identification of pleiotropic cancer loci,University of Edinburgh,Professor Albert Tenesa,2015-05-01,https://www.ukbiobank.ac.uk/projects/estimation-of-the-genetic-correlation-among-human-cancers-and-correlated-intermediate-traits-and-identification-of-pleiotropic-cancer-loci/,matched_one_website_record,1,unique_normalized_title
5122,Risk factors for early menopause and association with type 2 diabetes and cardiovascular disease,University of Cambridge,Dr John Perry,2013-10-01,https://www.ukbiobank.ac.uk/projects/risk-factors-for-early-menopause-and-association-with-type-2-diabetes-and-cardiovascular-disease/,matched_one_website_record,1,unique_normalized_title
5167,The role of serum-based small molecule antioxidants in preventing and predicting age-related phenotypes and respiratory cancer,University College London,Dr Laura Horsfall,2018-07-05,https://www.ukbiobank.ac.uk/projects/the-role-of-serum-based-small-molecule-antioxidants-in-preventing-and-predicting-age-related-phenotypes-and-respiratory-cancer/,matched_one_website_record,1,unique_normalized_title
5179,"Air Pollution, Noise and Cardio-respiratory diseases-BioSHaRE Environmental Core Project",Imperial College London,Dr Yutong Cai,2014-01-06,https://www.ukbiobank.ac.uk/projects/air-pollution-noise-and-cardio-respiratory-diseases-bioshare-environmental-core-project/,matched_one_website_record,1,unique_normalized_title
5180,"The associations between physical activity, sedentary behaviour and muscle strength",University of Cambridge,Dr Simon Griffin,2014-07-01,https://www.ukbiobank.ac.uk/projects/the-associations-between-physical-activity-sedentary-behaviour-and-muscle-strength/,matched_one_website_record,1,unique_normalized_title
5216,Fuelling health equity? The impact of the Winter Fuel Payment on the health of UK households.,University of Stirling,Dr Michael Daly,2015-12-14,https://www.ukbiobank.ac.uk/projects/fuelling-health-equity-the-impact-of-the-winter-fuel-payment-on-the-health-of-uk-households/,matched_one_website_record,1,unique_normalized_title
5237,The morbidity burden of giant cell arteritis and polymyalgia rheumatica,University of Leeds,Dr Sarah Mackie,2015-02-27,https://www.ukbiobank.ac.uk/projects/the-morbidity-burden-of-giant-cell-arteritis-and-polymyalgia-rheumatica/,matched_one_website_record,1,unique_normalized_title
5339,Development and validation of risk prediction model for prostate cancer,University of Manchester,Professor Kenneth Muir,2014-09-01,https://www.ukbiobank.ac.uk/projects/development-and-validation-of-risk-prediction-model-for-prostate-cancer/,matched_one_website_record,1,unique_normalized_title
5445,The association between peripheral blood myeloid:lymphoid subsets and long term survival,University of Oxford,Dr Vivek Naranbhai,2016-02-01,https://www.ukbiobank.ac.uk/projects/the-association-between-peripheral-blood-myeloidlymphoid-subsets-and-long-term-survival/,matched_one_website_record,1,unique_normalized_title
5608,Investigating the distribution and determinants of intraocular pressure in the aetiology of glaucoma,Moorfields Eye Hospital NHS Foundation Trust,Professor Paul Foster,2013-12-01,https://www.ukbiobank.ac.uk/projects/investigating-the-distribution-and-determinants-of-intraocular-pressure-in-the-aetiology-of-glaucoma/,matched_one_website_record,1,unique_normalized_title
5791,Development and validation of risk prediction model for breast and ovarian cancers,University of Manchester,Professor Kenneth Muir,2014-09-01,https://www.ukbiobank.ac.uk/projects/development-and-validation-of-risk-prediction-model-for-breast-and-ovarian-cancers/,matched_one_website_record,1,unique_normalized_title
5855,Development and validation of risk prediction model for osteoarthritis,University of Manchester,Professor Kenneth Muir,2015-08-31,https://www.ukbiobank.ac.uk/projects/development-and-validation-of-risk-prediction-model-for-osteoarthritis/,matched_one_website_record,1,unique_normalized_title
5864,Development and validation of risk prediction model for dementia,University of Manchester,Professor Kenneth Muir,2014-09-01,https://www.ukbiobank.ac.uk/projects/development-and-validation-of-risk-prediction-model-for-dementia/,matched_one_website_record,1,unique_normalized_title
5974,Development and validation of risk prediction models for cancer.,University of Manchester,Professor Kenneth Muir,2015-05-02,https://www.ukbiobank.ac.uk/projects/development-and-validation-of-risk-prediction-models-for-cancer/,matched_one_website_record,1,unique_normalized_title
6077,Telomere length measurement in UK Biobank: advancing understanding of biological ageing and age-related diseases,University of Leicester,Professor Nilesh Samani,2015-04-01,https://www.ukbiobank.ac.uk/projects/telomere-length-measurement-in-uk-biobank-advancing-understanding-of-biological-ageing-and-age-related-diseases/,matched_one_website_record,1,unique_normalized_title
6326,Women?s reproductive health and chronic disease,University of Bristol,Dr Abigail Fraser,2014-08-01,https://www.ukbiobank.ac.uk/projects/womens-reproductive-health-and-chronic-disease/,matched_one_website_record,1,unique_normalized_title
6342,Identifying variant/tissue interactions in age-related diseases,University of Liverpool,Joao Pedro Magalhaes,2016-06-01,https://www.ukbiobank.ac.uk/projects/identifying-variant-tissue-interactions-in-age-related-diseases/,matched_one_website_record,1,unique_normalized_title
6507,Developing the potential of UK Biobank Retinal Photographs and OCT Scans: Grading of images by NetwORC UK for The UK Biobank Eye and Vision Consortium,Moorfields Eye Hospital NHS Foundation Trust,Professor Paul Foster,2015-07-01,https://www.ukbiobank.ac.uk/projects/developing-the-potential-of-uk-biobank-retinal-photographs-and-oct-scans-grading-of-images-by-networc-uk-for-the-uk-biobank-eye-and-vision-consortium/,matched_one_website_record,1,unique_normalized_title
6553,Genome-wide association studies of mental health.,University of Glasgow,Dr Rona Strawbridge,2014-10-01,https://www.ukbiobank.ac.uk/projects/genome-wide-association-studies-of-mental-health/,matched_one_website_record,1,unique_normalized_title
6569,Organ specific fat measurements using MRI. A new quantitative imaging method with automated analysis.,AMRA Medical AB,Dr Olof Dahlqvist Leinhard,2014-07-01,https://www.ukbiobank.ac.uk/projects/organ-specific-fat-measurements-using-mri-a-new-quantitative-imaging-method-with-automated-analysis/,matched_one_website_record,1,unique_normalized_title
6684,The genetic and environmental contributions to human longevity,University of Edinburgh,Professor Albert Tenesa,2015-08-01,https://www.ukbiobank.ac.uk/projects/the-genetic-and-environmental-contributions-to-human-longevity/,matched_one_website_record,1,unique_normalized_title
6728,A genomewide association study of autoimmunity,University of Cambridge,Professor Stephen Sawcer,2015-05-01,https://www.ukbiobank.ac.uk/projects/a-genomewide-association-study-of-autoimmunity/,matched_one_website_record,1,unique_normalized_title
6763,Phenome-wide association study and prediction of two-years mortality,Uppsala University,Professor Erik Ingelsson,2014-03-01,https://www.ukbiobank.ac.uk/projects/phenome-wide-association-study-and-prediction-of-two-years-mortality/,matched_one_website_record,1,unique_normalized_title
6818,Sleep and chronotype and their causal links with cardiometabolic and chronic inflammatory diseases,University of Manchester,Professor Martin Rutter,2015-03-15,https://www.ukbiobank.ac.uk/projects/sleep-and-chronotype-and-their-causal-links-with-cardiometabolic-and-chronic-inflammatory-diseases/,matched_one_website_record,1,unique_normalized_title
6989,Epidemiology of Ankylosing Spondylitis,University of Exeter,Dr Jess Tyrrell,2014-07-01,https://www.ukbiobank.ac.uk/projects/epidemiology-of-ankylosing-spondylitis/,matched_one_website_record,1,unique_normalized_title
7036,Understanding how maternal and fetal genetic and environmental factors influence offspring birth weight,University of Exeter,Dr Rachel Freathy,2014-04-01,https://www.ukbiobank.ac.uk/projects/understanding-how-maternal-and-fetal-genetic-and-environmental-factors-influence-offspring-birth-weight/,matched_one_website_record,1,unique_normalized_title
7089,Exome Sequencing of All Premature Coronary Artery Disease Participants in UK Biobank,Broad Institute,Dr Pradeep Natarajan,2015-01-01,https://www.ukbiobank.ac.uk/projects/exome-sequencing-of-all-premature-coronary-artery-disease-participants-in-uk-biobank/,matched_one_website_record,1,unique_normalized_title
7140,CCL3L1 and CCR5 delta 32 CNV study in extremes of the lung function distribution in smokers,University of Leicester,Dr Edward Hollox,2014-09-01,https://www.ukbiobank.ac.uk/projects/ccl3l1-and-ccr5-delta-32-cnv-study-in-extremes-of-the-lung-function-distribution-in-smokers/,matched_one_website_record,1,unique_normalized_title
7155,"Epidemiology of mental health, cognitive function, pain and cardiometabolic disease.",University of Glasgow,Professor Jill Pell,2014-06-01,https://www.ukbiobank.ac.uk/projects/epidemiology-of-mental-health-cognitive-function-pain-and-cardiometabolic-disease/,matched_one_website_record,1,unique_normalized_title
7206,The MC1R Gene: Red Hair and Other Characteristics,University of Edinburgh,Professor Ian Jackson,2015-10-01,https://www.ukbiobank.ac.uk/projects/the-mc1r-gene-red-hair-and-other-characteristics/,matched_one_website_record,1,unique_normalized_title
7439,"Comparissons of measures of adiposity including body-mass index, waist-circumference, waist-to-hip ratio, and percentage body fat mass",University of Cambridge,Professor Emanuele Di Angelantonio,2013-09-01,https://www.ukbiobank.ac.uk/projects/comparissons-of-measures-of-adiposity-including-body-mass-index-waist-circumference-waist-to-hip-ratio-and-percentage-body-fat-mass/,matched_one_website_record,1,unique_normalized_title
