app_id,start_date,policy_period,expansion_layer,previous_classification,previous_confidence,proposed_new_classification,evidence_type,evidence_source,source_timing,supporting_text_excerpt,inferred_underlying_data_product_or_rap_use,matched_term_or_expression,evidence_dictionary_term_id,confidence,manual_review_flag,manual_review_reason,source_pub_id,source_pub_date,source_doi,previous_already_rap_modalities,previous_legacy_route_modalities,schema27_title,website_url
78210,2022-01-10,before_policy,C0,ALREADY_RAP_BOUND,HIGH,CONTROL_CANDIDATE_C0,current_conservative_classifier,data/intermediate/rap_classification/stage3_project_rap_exposure_classification.csv,stage3_current_classifier,WES [schema27_title]: Replication of candidate genes associated with Parkinon's disease and cutaneous malignant melanoma using whole-exome sequencing data. || GENERIC_GENETIC_LANGUAGE [schema27_title]: Replication of candidate genes associated with Parkinon's disease and cutaneous malignant melanoma using whole-exome sequencing data. || GENERIC_SEQUENCE_LANGUAGE [schema27_title]: ...tion of candidate genes associated with Parkinon's disease and cutaneous malignant melanoma using whole-exome sequencing data.,WES,WES,C0_CURRENT_STAGE3_ALREADY_RAP_BOUND,HIGH_BASELINE,no,fixed_C0_baseline_from_current_classifier,,,,WES,,Replication of candidate genes associated with Parkinon's disease and cutaneous malignant melanoma using whole-exome sequencing data.,https://www.ukbiobank.ac.uk/projects/replication-of-candidate-genes-associated-with-parkinons-disease-and-cutaneous-malignant-melanoma-using-whole-exome-sequencing-data/
78769,2022-08-10,before_policy,C0,ALREADY_RAP_BOUND,HIGH,CONTROL_CANDIDATE_C0,current_conservative_classifier,data/intermediate/rap_classification/stage3_project_rap_exposure_classification.csv,stage3_current_classifier,"WES [schema27_notes]: ...tribute but that large sample sizes are needed to appropriately test this hypothesis. This study plans to use whole exome sequencing from cases from the Epi4K consortium, which recruited individuals who both had epilepsy and at least 2 oth... || GENERIC_GENETIC_LANGUAGE [schema27_title]: Examining role of rare genetic variation on risk of common epilepsy disorders || GENERIC_SEQUENCE_LANGUAGE [schema27_notes]: ...that large sample sizes are needed to appropriately test this hypothesis. This study plans to use whole exome sequencing from cases from the Epi4K consortium, which recruited individuals who both had epilepsy and at least 2 other...",WES,WES,C0_CURRENT_STAGE3_ALREADY_RAP_BOUND,HIGH_BASELINE,no,fixed_C0_baseline_from_current_classifier,,,,WES,,Examining role of rare genetic variation on risk of common epilepsy disorders,https://www.ukbiobank.ac.uk/projects/examining-role-of-rare-genetic-variation-on-risk-of-common-epilepsy-disorders/
80917,2022-02-22,before_policy,C0,ALREADY_RAP_BOUND,HIGH,CONTROL_CANDIDATE_C0,current_conservative_classifier,data/intermediate/rap_classification/stage3_project_rap_exposure_classification.csv,stage3_current_classifier,WES [schema27_title]: Whole exome sequencing to identify rare variants in autoinflammatory disease || GENERIC_GENETIC_LANGUAGE [schema27_title]: Whole exome sequencing to identify rare variants in autoinflammatory disease || GENERIC_SEQUENCE_LANGUAGE [schema27_title]: Whole exome sequencing to identify rare variants in autoinflammatory disease,WES,WES,C0_CURRENT_STAGE3_ALREADY_RAP_BOUND,HIGH_BASELINE,no,fixed_C0_baseline_from_current_classifier,,,,WES,,Whole exome sequencing to identify rare variants in autoinflammatory disease,https://www.ukbiobank.ac.uk/projects/whole-exome-sequencing-to-identify-rare-variants-in-autoinflammatory-disease/
81793,2022-04-20,before_policy,C0,ALREADY_RAP_BOUND,HIGH,CONTROL_CANDIDATE_C0,current_conservative_classifier,data/intermediate/rap_classification/stage3_project_rap_exposure_classification.csv,stage3_current_classifier,"WES [schema27_notes]: ...ence of which increases with ageing, lead to some gene activations and inflammatory effects. We intend to use Whole Exome Sequencing data from the UK Biobank to investigate whether clonal haematopoiesis of indeterminate potential is a risk... || GENERIC_GENETIC_LANGUAGE [schema27_notes]: ...ity. It has been discovered that these mutations, the prevalence of which increases with ageing, lead to some gene activations and inflammatory effects. We intend to use Whole Exome Sequencing data from the UK Biobank to inv... || GENERIC_SEQUENCE_LANGUAGE [schema27_notes]: ...h increases with ageing, lead to some gene activations and inflammatory effects. We intend to use Whole Exome Sequencing data from the UK Biobank to investigate whether clonal haematopoiesis of indeterminate potential is a risk fa...",WES,WES,C0_CURRENT_STAGE3_ALREADY_RAP_BOUND,HIGH_BASELINE,no,fixed_C0_baseline_from_current_classifier,,,,WES,,A UK Biobank longitudinal study of clonal haematopoiesis and risk of Alzheimer's Disease,https://www.ukbiobank.ac.uk/projects/a-uk-biobank-longitudinal-study-of-clonal-haematopoiesis-and-risk-of-alzheimers-disease/
81963,2022-02-22,before_policy,C0,ALREADY_RAP_BOUND,HIGH,CONTROL_CANDIDATE_C0,current_conservative_classifier,data/intermediate/rap_classification/stage3_project_rap_exposure_classification.csv,stage3_current_classifier,"WGS [schema27_notes]: ...mplete understanding. This study will develop methods to tackle this problem using both genetic data (such as whole genome sequencing), as well as non-genetic data available in UK Biobank. It will discover new genetic makers, and develop me... || GENERIC_GENETIC_LANGUAGE [schema27_title]: New methods to assess the role of coding and non-coding genetic variation in human complex diseases || GENERIC_SEQUENCE_LANGUAGE [schema27_notes]: ...tanding. This study will develop methods to tackle this problem using both genetic data (such as whole genome sequencing), as well as non-genetic data available in UK Biobank. It will discover new genetic makers, and develop metho...",WGS,WGS,C0_CURRENT_STAGE3_ALREADY_RAP_BOUND,HIGH_BASELINE,no,fixed_C0_baseline_from_current_classifier,,,,WGS,,New methods to assess the role of coding and non-coding genetic variation in human complex diseases,https://www.ukbiobank.ac.uk/projects/new-methods-to-assess-the-role-of-coding-and-non-coding-genetic-variation-in-human-complex-diseases/
82590,2022-06-07,before_policy,C0,ALREADY_RAP_BOUND,HIGH,CONTROL_CANDIDATE_C0,current_conservative_classifier,data/intermediate/rap_classification/stage3_project_rap_exposure_classification.csv,stage3_current_classifier,WGS [schema27_notes]: ...uses warrants further investigation of discovering novel FTD and PD genes. Whole-exome/genome sequencing (WES/WGS) allows the systematic analyses of genetic variants to identify (rare) causative mutations and to investigate... || WES [schema27_notes]: ...c causes warrants further investigation of discovering novel FTD and PD genes. Whole-exome/genome sequencing (WES/WGS) allows the systematic analyses of genetic variants to identify (rare) causative mutations and to investi... || GENERIC_GENETIC_LANGUAGE [schema27_title]: Elucidating the Genetic Landscape of Frontotemporal Dementia (FTD) and Parkinson's Disease (PD) || GENERIC_SEQUENCE_LANGUAGE [schema27_notes]: ...known genetic causes warrants further investigation of discovering novel FTD and PD genes. Whole-exome/genome sequencing (WES/WGS) allows the systematic analyses of genetic variants to identify (rare) causative mutations and to in...,WES|WGS,WES|WGS,C0_CURRENT_STAGE3_ALREADY_RAP_BOUND,HIGH_BASELINE,no,fixed_C0_baseline_from_current_classifier,,,,WES|WGS,,Elucidating the Genetic Landscape of Frontotemporal Dementia (FTD) and Parkinson's Disease (PD),https://www.ukbiobank.ac.uk/projects/elucidating-the-genetic-landscape-of-frontotemporal-dementia-ftd-and-parkinsons-disease-pd/
82664,2022-04-06,before_policy,C0,ALREADY_RAP_BOUND,HIGH,CONTROL_CANDIDATE_C0,current_conservative_classifier,data/intermediate/rap_classification/stage3_project_rap_exposure_classification.csv,stage3_current_classifier,WGS [schema27_title]: Germline risk prediction model in bladder cancer: Whole Genome Sequencing of UK Biobank || GENERIC_GENETIC_LANGUAGE [schema27_notes]: The aim of this project is to identify difference in genetic expression between individuals who develop bladder cancer and those who did not. By identifying certain genet... || GENERIC_SEQUENCE_LANGUAGE [schema27_title]: Germline risk prediction model in bladder cancer: Whole Genome Sequencing of UK Biobank,WGS,WGS,C0_CURRENT_STAGE3_ALREADY_RAP_BOUND,HIGH_BASELINE,no,fixed_C0_baseline_from_current_classifier,,,,WGS,,Germline risk prediction model in bladder cancer: Whole Genome Sequencing of UK Biobank,https://www.ukbiobank.ac.uk/projects/germline-risk-prediction-model-in-bladder-cancer-whole-genome-sequencing-of-uk-biobank/
83180,2022-03-21,before_policy,C0,ALREADY_RAP_BOUND,HIGH,CONTROL_CANDIDATE_C0,current_conservative_classifier,data/intermediate/rap_classification/stage3_project_rap_exposure_classification.csv,stage3_current_classifier,WGS [schema27_title]: Leveraging whole genome sequencing to identify genes with protective expression increase variants || GENERIC_GENETIC_LANGUAGE [schema27_title]: Leveraging whole genome sequencing to identify genes with protective expression increase variants || GENERIC_SEQUENCE_LANGUAGE [schema27_title]: Leveraging whole genome sequencing to identify genes with protective expression increase variants,WGS,WGS,C0_CURRENT_STAGE3_ALREADY_RAP_BOUND,HIGH_BASELINE,no,fixed_C0_baseline_from_current_classifier,,,,WGS,,Leveraging whole genome sequencing to identify genes with protective expression increase variants,https://www.ukbiobank.ac.uk/projects/leveraging-whole-genome-sequencing-to-identify-genes-with-protective-expression-increase-variants/
84404,2023-09-13,before_policy,C0,ALREADY_RAP_BOUND,HIGH,CONTROL_CANDIDATE_C0,current_conservative_classifier,data/intermediate/rap_classification/stage3_project_rap_exposure_classification.csv,stage3_current_classifier,WES [schema27_title]: Performance of regional enrichment methods using exome data from the UK Biobank || GENERIC_GENETIC_LANGUAGE [schema27_notes]: ...dividuals have had their DNA sequenced. The initial DNA sequencing was designed to capture the most amount of genetic variation by only sequencing a small number of points in the genome; the human genome is three billion data p... || GENERIC_SEQUENCE_LANGUAGE [schema27_notes]: ...n of large data sets where hundreds of thousands of individuals have had their DNA sequenced. The initial DNA sequencing was designed to capture the most amount of genetic variation by only sequencing a small number of points in t...,WES,WES,C0_CURRENT_STAGE3_ALREADY_RAP_BOUND,HIGH_BASELINE,no,fixed_C0_baseline_from_current_classifier,,,,WES,,Performance of regional enrichment methods using exome data from the UK Biobank,https://www.ukbiobank.ac.uk/projects/performance-of-regional-enrichment-methods-using-exome-data-from-the-uk-biobank/
88747,2022-09-15,before_policy,C0,ALREADY_RAP_BOUND,HIGH,CONTROL_CANDIDATE_C0,current_conservative_classifier,data/intermediate/rap_classification/stage3_project_rap_exposure_classification.csv,stage3_current_classifier,WGS [schema27_notes]: ...t will be verified using the UK Biobank will be performed in the following 2 years. The use of the UK Biobank Whole Genome data is to expand the mutation search into regions (non-coding) that were not covered by the TCGA Whole Exome Data... || WES [schema27_notes]: ...enome data is to expand the mutation search into regions (non-coding) that were not covered by the TCGA Whole Exome Data.,WES|WGS,WES|WGS,C0_CURRENT_STAGE3_ALREADY_RAP_BOUND,HIGH_BASELINE,no,fixed_C0_baseline_from_current_classifier,,,,WES|WGS,,The identification of insertion/deletions in cancer genomes to establish new bio markers,https://www.ukbiobank.ac.uk/projects/the-identification-of-insertion-deletions-in-cancer-genomes-to-establish-new-bio-markers/
89184,2025-06-26,after_policy,C0,ALREADY_RAP_BOUND,HIGH,CONTROL_CANDIDATE_C0,current_conservative_classifier,data/intermediate/rap_classification/stage3_project_rap_exposure_classification.csv,stage3_current_classifier,WGS [schema27_title]: Widespread genomic influences on phenotype in Dravet syndrome: a whole genome sequencing project || GENERIC_GENETIC_LANGUAGE [schema27_title]: Widespread genomic influences on phenotype in Dravet syndrome: a whole genome sequencing project || GENERIC_SEQUENCE_LANGUAGE [schema27_title]: Widespread genomic influences on phenotype in Dravet syndrome: a whole genome sequencing project,WGS,WGS,C0_CURRENT_STAGE3_ALREADY_RAP_BOUND,HIGH_BASELINE,no,fixed_C0_baseline_from_current_classifier,,,,WGS,,Widespread genomic influences on phenotype in Dravet syndrome: a whole genome sequencing project,https://www.ukbiobank.ac.uk/projects/widespread-genomic-influences-on-phenotype-in-dravet-syndrome-a-whole-genome-sequencing-project/
91144,2023-04-05,before_policy,C0,ALREADY_RAP_BOUND,HIGH,CONTROL_CANDIDATE_C0,current_conservative_classifier,data/intermediate/rap_classification/stage3_project_rap_exposure_classification.csv,stage3_current_classifier,"WGS [schema27_title]: Develop an in-house WGS solution for exploring rare disease insights || GENERIC_GENETIC_LANGUAGE [schema27_notes]: ...d to have benchmark data for testing the efficacy of our solution. As rare diseases are complex - finding the genetic needle in the haystack - having a solution that will explore the entire human genome, both the coding and the...",WGS,WGS,C0_CURRENT_STAGE3_ALREADY_RAP_BOUND,HIGH_BASELINE,no,fixed_C0_baseline_from_current_classifier,,,,WGS,,Develop an in-house WGS solution for exploring rare disease insights,https://www.ukbiobank.ac.uk/projects/develop-an-in-house-wgs-solution-for-exploring-rare-disease-insights/
95547,2023-02-16,before_policy,C0,ALREADY_RAP_BOUND,HIGH,CONTROL_CANDIDATE_C0,current_conservative_classifier,data/intermediate/rap_classification/stage3_project_rap_exposure_classification.csv,stage3_current_classifier,WES [schema27_notes]: ...s. We can determine the sequence of DNA that makes up these genes using techniques that cover the genes only (exome sequencing) or all of the genome (genes and the DNA in between genes). When we compare the gene sequences between unr... || GENERIC_GENETIC_LANGUAGE [schema27_title]: Identification of phenotypic associations of rare variants in genes predisposing to rare inherited disorders in UK Biobank exome and genome data. || GENERIC_SEQUENCE_LANGUAGE [schema27_notes]: ...can determine the sequence of DNA that makes up these genes using techniques that cover the genes only (exome sequencing) or all of the genome (genes and the DNA in between genes). When we compare the gene sequences between unrela...,WES,WES,C0_CURRENT_STAGE3_ALREADY_RAP_BOUND,HIGH_BASELINE,no,fixed_C0_baseline_from_current_classifier,,,,WES,,Identification of phenotypic associations of rare variants in genes predisposing to rare inherited disorders in UK Biobank exome and genome data.,https://www.ukbiobank.ac.uk/projects/identification-of-phenotypic-associations-of-rare-variants-in-genes-predisposing-to-rare-inherited-disorders-in-uk-biobank-exome-and-genome-data/
96759,2023-01-18,before_policy,C0,ALREADY_RAP_BOUND,HIGH,CONTROL_CANDIDATE_C0,current_conservative_classifier,data/intermediate/rap_classification/stage3_project_rap_exposure_classification.csv,stage3_current_classifier,"WES [schema27_notes]: ...tanding of the molecular pathogenesis specific to the Asian population. The extensive whole exome sequencing (WES) data of such a large number of participants in the UK Biobank allows this study to answer the study objectiv... || GENERIC_GENETIC_LANGUAGE [schema27_notes]: ...one-third of all cancer-related deaths. Previous studies demonstrated that those of Asian ancestry have some genetic predisposition to develop cancers of the digestive system, e.g., gastric cancer. Although there are advanceme... || GENERIC_SEQUENCE_LANGUAGE [schema27_notes]: ...mited understanding of the molecular pathogenesis specific to the Asian population. The extensive whole exome sequencing (WES) data of such a large number of participants in the UK Biobank allows this study to answer the study obj...",WES,WES,C0_CURRENT_STAGE3_ALREADY_RAP_BOUND,HIGH_BASELINE,no,fixed_C0_baseline_from_current_classifier,,,,WES,,"Identification, Characterisation and Structural Elucidation of Significant Exome Variations in Cancers of Digestive System in Asians",https://www.ukbiobank.ac.uk/projects/identification-characterisation-and-structural-elucidation-of-significant-exome-variations-in-cancers-of-digestive-system-in-asians/
